Tweet,clean_text,sentiment_polarity,sentiment_subjectivity,sentiment
"Coronavirus Update: Chhattisgarh में कोरोना का कोहराम | Health Minister T. S. Singh Deo ने कहा...
#Corona #CoronavirusUpdates #coronavirusupdate #CoronavirusUpdates #coronavirusindia #tssinghdeo
https://t.co/jiS2tyq9Ng",coronavirus update chhattisgarh म करन क कहरम  health minister t s singh deo न कहcorona coronavirusupdates coronavirusupdate coronavirusupdates coronavirusindia tssinghdeo,0.0,0.0,negative
"Coronavirus Covid-19  Most Impacted Countries - New Confirmed Cases
4/7/2023

More insights:
https://t.co/2y5PnwhINl

#coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/LmMtjdSeb3",coronavirus covid  most impacted countries  new confirmed casesmore insightscoronavirus covid  covid covid covidpandemic coronaupdate coronavirusoutbreak covidusa covid corona covidus coviduk ,0.34545454545454546,0.6515151515151515,positive
"Hi, Kitsunes in ASIA!🦊🦊🦊🦊🦊

MOA: I really want to go to asia. It's a pity that We couldn't go on asia tour due to the corona crisis I've always wondered about that even during the corona crisis. So I definitely want to do an Asia tour!!

#BABYMETAL https://t.co/wMohFz2Pe5",hi kitsunes in asiamoa i really want to go to asia its a pity that we couldnt go on asia tour due to the corona crisis ive always wondered about that even during the corona crisis so i definitely want to do an asia tourbabymetal ,-0.006249999999999999,0.31875,negative
"Corona Paper Review | Elaborate and Reconstructed Version of 8 Thottakkal's Great Sidhique
https://t.co/dUbh6xEZXW",corona paper review  elaborate and reconstructed version of  thottakkals great sidhique,0.65,0.875,positive
"QLA MENTEE BUILDS PET EMPIRE DURING CORONA AGAINST THE ODDS! 

READ THE FULL STORY HERE: https://t.co/NuykYhpilx . https://t.co/lVzvkWM3Hq",qla mentee builds pet empire during corona against the odds read the full story here   ,0.35,0.55,positive
Yeah let me go home,yeah let me go home,0.0,0.0,negative
"Nice dp crush 
Corona breakout nu sonna odane awareness create pana  dp change Panni Irukeengala ? @Fangurl_D",nice dp crush corona breakout nu sonna odane awareness create pana  dp change panni irukeengala  ,0.6,1.0,positive
"Coronavirus update: Student dies of corona in Uttarakhand, 29 new patients reported https://t.co/ULQ2RnpxDk",coronavirus update student dies of corona in uttarakhand  new patients reported ,0.13636363636363635,0.45454545454545453,negative
This is how you do local food co-ops. 👇,this is how you do local food coops ,0.0,0.0,negative
"हिमाचल में कोरोना से एक और मौत, 68 वर्षीय बुजुर्ग ने तोड़ा दम
#sirmaur #rajgarh #corona #Coronainhimachal  #coronavirus, #covid19, #ewn24news #choiceofhimachal #himachallatestnews #himachal #himachalnews
https://t.co/wIPZ36Z9cn",हमचल म करन स एक और मत  वरषय बजरग न तड दमsirmaur rajgarh corona coronainhimachal  coronavirus covid ewnnews choiceofhimachal himachallatestnews himachal himachalnews,0.0,0.0,negative
I hate when men don’t say what they wanna say…. Like speak your mind stink 😂😅😢😭🤍,i hate when men dont say what they wanna say like speak your mind stink ,-0.8,0.9,negative
"Let's all join hands in reducing the spread of the Corona Virus. Visit your nearest health care facility and get your DOSE.

I am a BINGWA
I am a CHAMPION
Ke Mogaka 💪💪

#AUBingwa
#ShootYourShot
#GetVaccinated https://t.co/l8cPa42jlI",lets all join hands in reducing the spread of the corona virus visit your nearest health care facility and get your dosei am a bingwai am a championke mogaka aubingwashootyourshotgetvaccinated ,0.0,0.0,negative
"In the growing danger of Corona, there is no investigation in the biggest hospital in Bharatpur! https://t.co/PHyFiaUgC7",in the growing danger of corona there is no investigation in the biggest hospital in bharatpur ,0.0,0.0,negative
"Difference between COVAXIN, #COVISHIELD and SPUTNIK V Corona Virus Vaccines 
As the world prepares to vaccinate human beings every country is #prabhuwrites #prabhu #hymprudious https://t.co/dvQX3Y9U7n #DifferencebetweenCoronavirusVaccines",difference between covaxin covishield and sputnik v corona virus vaccines as the world prepares to vaccinate human beings every country is prabhuwrites prabhu hymprudious  differencebetweencoronavirusvaccines,0.0,0.1,negative
Corona phirse ana chaiye?,corona phirse ana chaiye,0.0,0.0,negative
"Step aside Nature, NEJM or Lancet!",step aside nature nejm or lancet,0.0,0.0,negative
"okay oomfies, what's an opinion you have about the Smith Corona SD700 Electronic Memory Typewriter that would have you like this? https://t.co/f8x0E5lUBa",okay oomfies whats an opinion you have about the smith corona sd electronic memory typewriter that would have you like this ,0.5,0.5,positive
"Lalu’s minister son evicted from hotel in Varanasi, Pawan Singh stakes claim on Ara Lok Sabha seat, woman dies of corona in Gaya https://t.co/7jCDbFbZrj",lalus minister son evicted from hotel in varanasi pawan singh stakes claim on ara lok sabha seat woman dies of corona in gaya ,0.0,0.0,negative
"#CoronavirusUpdates : Corona cases increasing continuously in J&amp;K, Ladakh and Himachal, Administration appeals to follow Corona protocol...

@MorupStanzin #coronacases  #coronavirusindia #ladakhnews https://t.co/c3SkfAU3Pq",coronavirusupdates  corona cases increasing continuously in jampk ladakh and himachal administration appeals to follow corona protocol coronacases  coronavirusindia ladakhnews ,0.0,0.0,negative
"Not much, students doing black magic to make corona return so they don't have to give exams. 
#Coronavirus https://t.co/SEdNFYBJl1",not much students doing black magic to make corona return so they dont have to give exams coronavirus ,0.07777777777777778,0.5444444444444444,negative
"Coronavirus Covid-19  Most Impacted Countries - Total Cases
4/7/2023

More insights:
https://t.co/2y5PnwhINl

#coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/yEnNw42Q1T",coronavirus covid  most impacted countries  total casesmore insightscoronavirus covid  covid covid covidpandemic coronaupdate coronavirusoutbreak covidusa covid corona covidus coviduk ,0.25,0.625,positive
"i think i’ve seen this film before, and i didn’t like the ending",i think ive seen this film before and i didnt like the ending,0.0,0.0,negative
We are #hiring OBGYN - Obstetrics and Gynecology Physician - $130 to $150 Per Hour https://t.co/LDlWqnfVqb #jobs #Corona,we are hiring obgyn  obstetrics and gynecology physician   to  per hour  jobs corona,0.0,0.0,negative
"Week five post corona infection finishes today. Still suffering from extreme fatigue,  sore throat and sniffy nose with the occasional coughing.  Getting down now as unable to do science or work in the garden 😢 Peeps, can corononavirus reactivate Eppstein-Barr?",week five post corona infection finishes today still suffering from extreme fatigue  sore throat and sniffy nose with the occasional coughing  getting down now as unable to do science or work in the garden  peeps can corononavirus reactivate eppsteinbarr,-0.1951388888888889,0.47847222222222224,negative
Haben wir eine Corona Pandemie? Do we have a Corona pandemic?,haben wir eine corona pandemie do we have a corona pandemic,0.0,0.0,negative
"What would be more apt from him: We want to protect our Beer. We already have Kingfisher which is a better brand than any other beer brand. We don’t need any Budweiser, Corona, Bira…our water, our beer and our soil is strong.",what would be more apt from him we want to protect our beer we already have kingfisher which is a better brand than any other beer brand we dont need any budweiser corona biraour water our beer and our soil is strong,0.3816666666666667,0.6216666666666667,positive
the way we had like 5 minisos in my city and then corona happened and they all disappeared completely we can’t have any good thinfs here it aeems,the way we had like  minisos in my city and then corona happened and they all disappeared completely we cant have any good thinfs here it aeems,0.39999999999999997,0.5,positive
"I had a nack for drawing emotion filled faces(I still do). I drew these in June and July 2020 respectively.
I guess this was me trying to express how The Corona pandemic made me and people around me feel. Dark times... https://t.co/salm1a6V4Y",i had a nack for drawing emotion filled facesi still do i drew these in june and july  respectivelyi guess this was me trying to express how the corona pandemic made me and people around me feel dark times ,0.125,0.65,negative
"Corona Patient Died During Treatment _ કોરોના ગ્રસ્તનું સારવાર દરમિયાન થયું મોત - Gujarat News
#bhavnagarnews #bhavnagar #coronavirus #coronaupdate #indianewsgujarat #Gujaratnews #TodayGujratiNews
https://t.co/F3ACgurQg0",corona patient died during treatment  કરન ગરસતન સરવર દરમયન થય મત  gujarat newsbhavnagarnews bhavnagar coronavirus coronaupdate indianewsgujarat gujaratnews todaygujratinews,0.0,0.0,negative
"#COVID19: #Corona Creating Havoc in #Punjab, Logs 159 New Cases

#PunjabNews #Coronavirus #CoronavirusPunjab #CovidIsntOver 

https://t.co/x8xKbz711t",covid corona creating havoc in punjab logs  new casespunjabnews coronavirus coronaviruspunjab covidisntover ,0.13636363636363635,0.45454545454545453,negative
Check out One Piece Maboroshi no Grand Line Nintendo Game Boy Color GBC Japanese ✅✅NEW🔥🔥 https://t.co/jmvGWmP0P1 #eBay via @eBay #onepiece #corona #StarWarsCelebration,check out one piece maboroshi no grand line nintendo game boy color gbc japanese new  ebay via  onepiece corona starwarscelebration,-0.12840909090909092,0.4636363636363636,negative
"FRM Oct 2019 MENTEE-Everything u said held true 2 the letter,from constructing the board to advisors to banks, notwithstanding the personal sacrifices associated with QLA-Ive constructed my dream team including my world class professionals+deals(DSP:QLA WORKS BEST DURING CORONA)",frm oct  menteeeverything u said held true  the letterfrom constructing the board to advisors to banks notwithstanding the personal sacrifices associated with qlaive constructed my dream team including my world class professionalsdealsdspqla works best during corona,0.45,0.4166666666666667,positive
These two 😂 they fit so well,these two  they fit so well,0.4,0.4,positive
"Germany's Letzte Corona-Bestimungen drops out
https://t.co/jvNP4XeBi5",germanys letzte coronabestimungen drops out,0.0,0.0,negative
DELEGACIÓN APOSTOLADO SEGLAR SEGOVIA: ESTE ES EL ÁRBOL DEL QUE SE HABRÍA HECHO LA CORONA... https://t.co/xrGnZToPYj,delegación apostolado seglar segovia este es el árbol del que se habría hecho la corona ,0.0,0.0,negative
Big facts,big facts,0.0,0.1,negative
"Follow AAA Media Group for more updates.
 #News #Punjab #Ranchi #india #Corona #Covid19 #Cases https://t.co/25Sri0vPfi",follow aaa media group for more updates news punjab ranchi india corona covid cases ,0.5,0.5,positive
"Back to where the #Corona Tour 2020 Germany started 😂😂
#Covid #COVID19 #Coronavirus #Corona #Covid https://t.co/J9h9JHhEyh",back to where the corona tour  germany started covid covid coronavirus corona covid ,0.0,0.0,negative
"Corona Epidemic In Gujarat Continues : ગુજરાતમાં કોરોનાનો કહેર યથાવત - Gujarat News
#coronavirus #coronacases #coronaupdate #IndiaNewsGujarat #Gujaratnews #TodayGujratiNews
https://t.co/xKHtgdMkD4",corona epidemic in gujarat continues  ગજરતમ કરનન કહર યથવત  gujarat newscoronavirus coronacases coronaupdate indianewsgujarat gujaratnews todaygujratinews,0.0,0.0,negative
"Wd have been living in fools paradise when people have known them very well by now. Corona plasmodia has exposed them of champions of human rights ,amnesty international, civil liberties, equality ,equal opportunities , justice and freedom of speech &amp; expression! https://t.co/JM5qtQ011u",wd have been living in fools paradise when people have known them very well by now corona plasmodia has exposed them of champions of human rights amnesty international civil liberties equality equal opportunities  justice and freedom of speech amp expression ,0.05,0.1625,negative
"सावधान इंडिया : फिर डरा रहा है कोरोना
Watch on youtube https://t.co/M48b5TI6b3

#Corona #COVID19 #gyanbazi #JISOOwithYOUNGJI #India #WHO #CovidIsntOver #COVID19india https://t.co/WZTtncR4fl",सवधन इडय  फर डर रह ह करनwatch on youtube corona covid gyanbazi jisoowithyoungji india who covidisntover covidindia ,0.0,0.0,negative
"Corona infected woman dies in Gaya, civil surgeon says – no covid vaccine available https://t.co/CYaoRzk62H",corona infected woman dies in gaya civil surgeon says  no covid vaccine available ,0.4,0.4,positive
FROM DEVOTEE:FIRST QLA DEAL Deal done $1.125M Bed Pan IN USA-5 months after I discovered QLA-now working on deal #2-$4.4M during corona time(DSP:I GET THESE RESULTS OFTEN-RECALL 99.99% OF ALL QLA DEALS DUN R BY KIDS I NEVER EVER MET B4-JUST IMAGINE WTF U CUD BE DOING WID UR LIFE),from devoteefirst qla deal deal done m bed pan in usa months after i discovered qlanow working on deal m during corona timedspi get these results oftenrecall  of all qla deals dun r by kids i never ever met bjust imagine wtf u cud be doing wid ur life,-0.5,1.0,negative
"https://t.co/A0YFeew5K8

कोरोना संक्रमण नहीं थमा तो चारधाम यात्रा के लिए अलग से जारी होगी SOP..

#chardhamyatra2023 #yatra #kedarnathyatra #uknn #uknewsnetwork #latestnews #breakingnews #dailynews #Covid #corona #covid19 #livenews #live @UkNewsNetwork",करन सकरमण नह थम त चरधम यतर क लए अलग स जर हग sopchardhamyatra yatra kedarnathyatra uknn uknewsnetwork latestnews breakingnews dailynews covid corona covid livenews live ,0.13636363636363635,0.5,negative
#MrR4bb1tLeGoat !,mrrbbtlegoat ,0.0,0.0,negative
Some random dude bought me a corona. He kept saying i had a fat ass. Thank you fam,some random dude bought me a corona he kept saying i had a fat ass thank you fam,-0.5,0.5,negative
"Corona High Alert in India: 11 मरीजों की मौत के बाद 24 घंटे में मिले 6,155 नए मामले ! क्या लगने वाला है लॉकडाउन

#coronahighalert #delhicorona #CoronavirusLockdown #coronavaccation

https://t.co/XGzT8ib8ww https://t.co/6qj3E7mG6D",corona high alert in india  मरज क मत क बद  घट म मल  नए ममल  कय लगन वल ह लकडउनcoronahighalert delhicorona coronaviruslockdown coronavaccation ,0.16,0.5399999999999999,positive
"https://t.co/G5fYagxoCm
भारत में कोरोना भढने का कारण आया सामने, इससे बढ़ रहे केस, बच्चों के लिए खतरा
#Corona #Coronavirus #Coronaviruscases #coronaviruscasesupdates #newxbbsubvariant #Nationalnews #JC #Journalistcafe",भरत म करन भढन क करण आय समन इसस बढ रह कस बचच क लए खतरcorona coronavirus coronaviruscases coronaviruscasesupdates newxbbsubvariant nationalnews jc journalistcafe,0.0,0.0,negative
"Corona Cases in India: ਦੇਸ਼ 'ਚ ਕੋਰੋਨਾ ਨੇ ਫਿਰ ਤੋੜੇ ਰਿਕਾਰਡ, ਪਿਛਲੇ 24 ਘੰਟਿਆਂ 'ਚ ਐਕਟਿਵ ਮਾਮਲਿਆਂ ਦੀ ਗਿਣਤੀ 31194 ਤੋਂ ਪਾਰ
https://t.co/W29NRw7bxT
#Coronavirus #CoronavirusIndiaUpdates #CoronavirusinIndia #CoronavirusNews #CoronavirusDeaths #Covid19Cases #CoronavirusIndiaHighlights…",corona cases in india ਦਸ ਚ ਕਰਨ ਨ ਫਰ ਤੜ ਰਕਰਡ ਪਛਲ  ਘਟਆ ਚ ਐਕਟਵ ਮਮਲਆ ਦ ਗਣਤ  ਤ ਪਰcoronavirus coronavirusindiaupdates coronavirusinindia coronavirusnews coronavirusdeaths covidcases coronavirusindiahighlights,0.0,0.0,negative
"FRM MENTEE:2nd deal,a Hospital in Mexico,20MUSD deal-r 3rd month on 1st deal,a meat factory,we got nice #'s last month,quite hard time but keeping up great enthusiasm-After we closed 1st deal,banks r more interested in my deals(DSP:CORONA DEALS IN MEXICO U FVCKING MEATHEADS!)",frm menteend deala hospital in mexicomusd dealr rd month on st deala meat factorywe got nice s last monthquite hard time but keeping up great enthusiasmafter we closed st dealbanks r more interested in my dealsdspcorona deals in mexico u fvcking meatheads,0.2511904761904762,0.49404761904761907,positive
Take me back to #Mozambique where the sunset is unlike anything else! Throwback to #InhacaIsland #CoronaSunsets #FollowTheSunsetZA #ad @corona @CoronaAfrica https://t.co/KIOu4P8DDR,take me back to mozambique where the sunset is unlike anything else throwback to inhacaisland coronasunsets followthesunsetza ad   ,0.0,0.0,negative
"Again it is corona threat in the country. A sum of 6,155 fresh #COVID cases across India, 9 deaths recorded in last 24 hours. @COVIDNewsByMIB",again it is corona threat in the country a sum of  fresh covid cases across india  deaths recorded in last  hours ,0.15,0.2833333333333333,positive
corona la chine English |The Mysterious Origins of Covid: Chinese Scientists Uncover New Details @dailymotion - https://t.co/ofwk6xJbk7,corona la chine english the mysterious origins of covid chinese scientists uncover new details   ,0.03409090909090909,0.36363636363636365,negative
"Corona is uncontrolled, more than six thousand new cases in the second consecutive day, so many deaths in 24 hours https://t.co/wILAnd0Vte",corona is uncontrolled more than six thousand new cases in the second consecutive day so many deaths in  hours ,0.28409090909090906,0.36363636363636365,positive
"Hello Friends This Is My First Corona Rendering What Do You Think About This 3D Exterior Rendering Rate Me 1-10
#jiniartstudio💻 #jini #jiniarts #jiniart #exterior #architecture #rendering #3dmodeling #modernhouse #architecturalvisualization #exteriordecor #garden #tree
#window https://t.co/5QAFIcbpu6",hello friends this is my first corona rendering what do you think about this d exterior rendering rate me jiniartstudio jini jiniarts jiniart exterior architecture rendering dmodeling modernhouse architecturalvisualization exteriordecor garden treewindow ,0.25,0.3333333333333333,positive
"Explains why it had to be ""Go Corona Go"" for a foreign virus. What a shit show 🤦🏻‍♂️",explains why it had to be go corona go for a foreign virus what a shit show ,-0.1625,0.4625,negative
"New video by OTV: People not afraid of Corona anymore, huge gathering at Lucknow hospital without COVID norms https://t.co/P71SXxDMnR",new video by otv people not afraid of corona anymore huge gathering at lucknow hospital without covid norms ,0.2787878787878788,0.7515151515151515,positive
"Check out this listing I just added to my #Poshmark closet: Summer Top,, Corona Shirt, Hand Cut N Braided. https://t.co/zpxnHuV49b #shopmycloset @poshmarkapp",check out this listing i just added to my poshmark closet summer top corona shirt hand cut n braided  shopmycloset ,0.5,0.5,positive
Is the recent spike corona cases in india because of declining  vaccine induced immunity ?,is the recent spike corona cases in india because of declining  vaccine induced immunity ,0.0,0.25,negative
Corona del Mar Fresh Easter Produce At Farmers Market Saturday April 8 2023 https://t.co/fBooaf4KUr,corona del mar fresh easter produce at farmers market saturday april   ,0.3,0.5,positive
"Coronavirus Covid-19  World Map for New Cases per 1 million of citizens
4/7/2023

More insights:
https://t.co/2y5PnwhINl

#coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/5tDQj1WFf2",coronavirus covid  world map for new cases per  million of citizensmore insightscoronavirus covid  covid covid covidpandemic coronaupdate coronavirusoutbreak covidusa covid corona covidus coviduk ,0.13636363636363635,0.45454545454545453,negative
Happy Birthday  🎂🎂 @alluarjun,happy birthday   ,0.8,1.0,positive
#MrR4bb1tLeGoat,mrrbbtlegoat,0.0,0.0,negative
Corona Virus Spreads In Homes Through Hands And Surfaces - Nation World News https://t.co/LYhKkA4gZy,corona virus spreads in homes through hands and surfaces  nation world news ,0.0,0.0,negative
"કોરોનાની ૧૯ ટકા પૉઝિટિવિટી સાથે ચિંતા વધી
 
#MumbaiNews #mumbaicity #MumbaiUpdates #maharashtra #article #corona #Coronation2023 #coronavirusindia #CoronaVirusUpdates #positivity #increased 

https://t.co/pqVYhCbdob",કરનન  ટક પઝટવટ સથ ચત વધ mumbainews mumbaicity mumbaiupdates maharashtra article corona coronation coronavirusindia coronavirusupdates positivity increased ,0.0,0.0,negative
DÜNDEN BUGÜNE CORONA VE SONRA(SI)[*] https://t.co/Y3DSi1YT25 https://t.co/ErXrGaaBfs,dünden bugüne corona ve sonrasi  ,0.0,0.0,negative
"Don't just hit BUD LIGHT, they own a ton more brands like:
Budweiser, Corona, Stella, Becks, Modelo, Michelob ultra, Skol and others.
Bury the stock!!!",dont just hit bud light they own a ton more brands likebudweiser corona stella becks modelo michelob ultra skol and othersbury the stock,0.5,0.7333333333333334,positive
"24 કલાકમાં કોરોનાના 6,155 નવા કેસ નોંધાયા

દેશમાં કોરોનાના 31,194 સક્રિય કેસ, સંક્રમણ દર 5.63 ટકા પર પહોંચી

@gujarat_vandan

#gujaratvandan #gujaratvandannews #coronapostivecases #corona #coronanews #coronanews #coronatime #coronavirusnews #coronavid19 #coronavirus #covid19 https://t.co/CS2drK5QE6", કલકમ કરનન  નવ કસ નધયદશમ કરનન  સકરય કસ સકરમણ દર  ટક પર પહચgujaratvandan gujaratvandannews coronapostivecases corona coronanews coronanews coronatime coronavirusnews coronavid coronavirus covid ,0.0,0.0,negative
"Covid-19 in India: देश में 31 हजार के पार पहुंचे कोरोना के एक्टिव केस, 6100 से ज्यादा नए मामले आए सामने

#Covid #CovidIsNotOver #COVID19 #Covid_19 #covidindia #COVID19 #CovidVaccines #Coronavirus #Corona #coronavirusindia #CoronavirusUpdates #india #NewsUpdate #TrendingNews https://t.co/n7pDDUuZQM",covid in india दश म  हजर क पर पहच करन क एकटव कस  स जयद नए ममल आए समनcovid covidisnotover covid covid covidindia covid covidvaccines coronavirus corona coronavirusindia coronavirusupdates india newsupdate trendingnews ,0.0,0.0,negative
"India reports 6,155 new corona cases,9 dead in 24 hours",india reports  new corona cases dead in  hours,-0.03181818181818183,0.42727272727272725,negative
¡Mira la transmisión de mi PlayStation 4! #PS4live (Call of Duty®: Modern Warfare II)  live at https://t.co/8fHTwPzmdH,mira la transmisión de mi playstation  pslive call of duty modern warfare ii  live at ,0.16818181818181818,0.4,positive
"Bc Corona TUE9970 Anti-Theft Nuts 12X150 L36 19/22, Set of 4 #Amazon🇦🇺
https://t.co/7b8GIQXBtN",bc corona tue antitheft nuts x l  set of  amazon,0.0,0.0,negative
So that’s how corona started 🤦🏻‍♂️,so thats how corona started ,0.0,0.0,negative
"Jammu and Kashmir: As investigations increase, the number of corona infected in the state also increases, 95 new cases in a day after eight months https://t.co/sHpWIJkJSY",jammu and kashmir as investigations increase the number of corona infected in the state also increases  new cases in a day after eight months ,0.13636363636363635,0.45454545454545453,negative
Corona 5 Drawer Rustic Chest Mexican Solid Waxed Pine Storage Bedroom Cabinet https://t.co/b9zpyJWy99,corona  drawer rustic chest mexican solid waxed pine storage bedroom cabinet ,0.0,0.05,negative
FRM MENTEE:Happy 2 report closed my 9th(deal)2day-Also brought on board(new)high level cfo-I really have top notch board now-Ive about 12 deals literally ready 2 close within next 90 days(DSP:BOARDS R IN TRANSITION-CORONA WAS HIS CATAPULT+HE RAN 2WARDS GUN FIRE+CLOSED DEALS!),frm menteehappy  report closed my thdealdayalso brought on boardnewhigh level cfoi really have top notch board nowive about  deals literally ready  close within next  daysdspboards r in transitioncorona was his catapulthe ran wards gun fireclosed deals,0.16,0.26,positive
lil revive &amp; josh a 🙏🙏🙏🙏@HDoge204 @OfficialJoshA https://t.co/v4PRtDDjDv,lil revive amp josh a   ,0.0,0.0,negative
"Corona Virus In India: रहें ज्यादा सतर्क, देश में कोरोना विस्फोट, 24 घंटे में मिले 6,155 मरीज, 11 की मौत #news #breakingnews #coronavirusupdates #coronavirus #news #NewsLive #indianopinion #theindianopinion https://t.co/5AR2twjpLG",corona virus in india रह जयद सतरक दश म करन वसफट  घट म मल  मरज  क मत news breakingnews coronavirusupdates coronavirus news newslive indianopinion theindianopinion ,0.0,0.0,negative
"🚨Primer ASCENSO del año a la Premier: Kompany corona al Burnley via @Onefootball. Read it here:

https://t.co/2jQobFkyKq",primer ascenso del año a la premier kompany corona al burnley via  read it here,0.0,0.0,negative
"Delhi: 4045 prisoners released on bail during Corona, only 505 returned so far; Surrender date received from SC has expired https://t.co/YDTS7Vue6H",delhi  prisoners released on bail during corona only  returned so far surrender date received from sc has expired ,0.05,1.0,negative
"Online to prevent corona infection year of establishment.
#CostaRicaWhatsAppNumberList #WhatsappMobileNumberList #whatsappDatabase #WhatsAppNumber #CzechRepublicWhatsAppNumberList
https://t.co/Dp2NlMdMwh",online to prevent corona infection year of establishmentcostaricawhatsappnumberlist whatsappmobilenumberlist whatsappdatabase whatsappnumber czechrepublicwhatsappnumberlist,0.0,0.0,negative
"फिर फैल रहा Corona, UP में गाइडलाइन जारी

#Covid19 #Coronavirus #CovidInUP #UPCovidCases https://t.co/Y6eI6N64rM",फर फल रह corona up म गइडलइन जरcovid coronavirus covidinup upcovidcases ,0.0,0.0,negative
Even corona is worried and amazed how rapidly they can mutate and change their behaviour.,even corona is worried and amazed how rapidly they can mutate and change their behaviour,0.0,0.0,negative
"हिमाचल में कोरोना के 108 केस, मंडी में 19 साल की युवती की गई जान
#corona, #Coronainhimachal  #coronavirus, #covid19, #ewn24news #choiceofhimachal #himachallatestnews #himachal #himachalnews
https://t.co/ydAw8gEoEd",हमचल म करन क  कस मड म  सल क यवत क गई जनcorona coronainhimachal  coronavirus covid ewnnews choiceofhimachal himachallatestnews himachal himachalnews,0.0,0.0,negative
"क्या वापसी कर चुका है CORONA?

क्या वापिस होगा lockdown?

#unemployed #life #epfo #news #information #Covid #COVID19 #Anaaditv

@Journalistparu1 https://t.co/QWFFd1itRC",कय वपस कर चक ह coronaकय वपस हग lockdownunemployed life epfo news information covid covid anaaditv ,0.0,0.0,negative
"देश में फिर बड़े Covid -19 के केस, twitter पर ट्रेंड हुआ Stay At Home #sh... https://t.co/5bvASluuOA via @YouTube 
@JanbhawnaTimes 

#Coronavirus #coronavirusindia #stayhome #Corona #JBTNews #JanbhawnaTimes",दश म फर बड covid  क कस twitter पर टरड हआ stay at home sh  via   coronavirus coronavirusindia stayhome corona jbtnews janbhawnatimes,0.0,0.0,negative
"Corona Update in India: গত 24 ঘণ্টায় করোনায় আক্রান্ত 6 হাজার 155, মৃত 11 
#etvbharat #etvbharatwestbengal #COVID19 #COVID19 #CovidIsntOver #CovidVaccines 
https://t.co/CQEfBBn109",corona update in india গত  ঘণটয করনয আকরনত  হজর  মত  etvbharat etvbharatwestbengal covid covid covidisntover covidvaccines ,0.0,0.0,negative
"Corona surge in Chhattisgarh, new cases in multiple districts
#LatestNews #CoronaUpdate #ChhattisgarhNews #Chhattisgarh #CovidUpdates #coronavirus #newsplus21
https://t.co/cdJqqggCxl",corona surge in chhattisgarh new cases in multiple districtslatestnews coronaupdate chhattisgarhnews chhattisgarh covidupdates coronavirus newsplus,0.06818181818181818,0.22727272727272727,negative
Coronavirus in UP: Health department alert if symptoms of corona in OPD will be tested within 24 hours https://t.co/PU88uTmEjC,coronavirus in up health department alert if symptoms of corona in opd will be tested within  hours ,0.0,0.0,negative
"Corona Update: देश में फिर कोरोना ने पकड़ी रफ्तार, दिल्ली और महाराष्ट्र के आंकड़ो ने डराया 
#coronavirus #delhi #maharashtra #covid19update #latestnews #khabrainabhitak
https://t.co/8jmL3swPRY",corona update दश म फर करन न पकड रफतर दलल और महरषटर क आकड न डरय coronavirus delhi maharashtra covidupdate latestnews khabrainabhitak,0.0,0.0,negative
"During Corona period
President Uhuru Kenyatta ' gave tax exemptions,reduced taxes &amp; gave subsidies, Also; businesses eg hotels, transport,tourism closed Reducing KRA revenues' Yet he managed to pay public servants on time and disburse money to counties. @LIBERATOREDGAR #changamka",during corona periodpresident uhuru kenyatta  gave tax exemptionsreduced taxes amp gave subsidies also businesses eg hotels transporttourism closed reducing kra revenues yet he managed to pay public servants on time and disburse money to counties  changamka,-0.05,0.08333333333333334,negative
Masks served no part in preventing the spread of corona so what will you do the next time they try to force you to wear one?,masks served no part in preventing the spread of corona so what will you do the next time they try to force you to wear one,0.0,0.0,negative
"⠀
⠀⠀ ⠀⠀her 𝐂𝐑𝐎𝐖𝐍 𝐎𝐅 𝐓𝐇𝐄 𝐍𝐎𝐑𝐓𝐇, a true 𝐋𝐀𝐃𝐘 𝐎𝐅 𝐖𝐀𝐑, could surely stand against one battleship.

⠀⠀ ⠀⠀the corona's own cannonballs are infused with basilica's haki.  perhaps the sense of them is enough to deter the marines from firing first.
⠀", her 𝐂𝐑𝐎𝐖𝐍 𝐎𝐅 𝐓𝐇𝐄 𝐍𝐎𝐑𝐓𝐇 a true 𝐋𝐀𝐃𝐘 𝐎𝐅 𝐖𝐀𝐑 could surely stand against one battleship the coronas own cannonballs are infused with basilicas haki  perhaps the sense of them is enough to deter the marines from firing first,0.33999999999999997,0.6744444444444444,positive
"Coronavirus Covid-19  World Daily Report
4/7/2023

More insights:
https://t.co/2y5PnwhINl

#coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/PEPgcZX1t3",coronavirus covid  world daily reportmore insightscoronavirus covid  covid covid covidpandemic coronaupdate coronavirusoutbreak covidusa covid corona covidus coviduk ,0.0,0.0,negative
Deadlier than Corona 😡,deadlier than corona ,0.0,0.0,negative
